Наименование,Дата поставки,Дата заказа,Срок поставки,Плановый срок поставки,Регион,Объем заказа,"Цена, руб",Условия платежа,НРП - нерегламентная потребность (внеплановая закупка),Поставщик
Коромысло 3537.25.00.500 ,2021-11-05 00:00:00,2021-06-28 00:00:00,130,120,Мурманская область,1,"568076,4331",,,3961
Лента гусеничная 3537.69.13.000 ИС-09СБ,2021-09-20 00:00:00,2021-06-28 00:00:00,84,120,Республика Карелия,2,"4777070,064",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3838
Гайка УЗТМ 1268.05.527,2021-09-20 00:00:00,2021-06-28 00:00:00,84,30,Республика Карелия,24,"547,7707006",,,3989
Болт УЗТМ 1268.05.528-01,2021-09-05 00:00:00,2021-06-28 00:00:00,69,120,Республика Карелия,24,"2649,681529",,,3989
Вал РК-,2021-09-05 00:00:00,2021-06-28 00:00:00,69,45,Республика Карелия,6,"5407,643312",,,3989
Палец РК-,2021-09-05 00:00:00,2021-06-28 00:00:00,69,45,Республика Карелия,10,"6076,433121",,,3989
Вал РК-,2021-08-07 00:00:00,2021-06-28 00:00:00,40,45,Республика Карелия,6,"5407,643312",,1,3989
Палец РК-,2021-08-07 00:00:00,2021-06-28 00:00:00,40,45,Республика Карелия,10,"6076,433121",,,3989
Болт РК-,2021-10-24 00:00:00,2021-06-25 00:00:00,121,45,Республика Карелия,8,"904,4585987",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3747
БОЛТ M42Х200,2021-09-14 00:00:00,2021-06-25 00:00:00,81,160,Республика Карелия,20,"375,7961783",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,3747
Рейка 11075.04.151,2021-12-20 00:00:00,2021-06-23 00:00:00,180,370,Республика Карелия,2,"808917,1975",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Втулка 3707.05.02.016-Д1 ,2021-10-20 00:00:00,2021-06-23 00:00:00,119,120,Республика Карелия,3,"38216,56051",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Кулак 3550.05.02.507 ,2021-10-27 00:00:00,2021-06-18 00:00:00,131,95,Республика Карелия,10,"49303,82166",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3915
ВОРОНКА ЗАГРУЗОЧНАЯ ОП311.00,2021-10-20 00:00:00,2021-06-18 00:00:00,124,280,Мурманская область,1,"266242,0382",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Вал 3519.05.02.083,2021-10-05 00:00:00,2021-06-18 00:00:00,109,330,Республика Карелия,2,"264331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Колесо 3519.05.02.006,2021-07-31 00:00:00,2021-06-18 00:00:00,43,220,Мурманская область,1,"305414,0127",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Вал 3536.11.01.002,2021-10-20 00:00:00,2021-06-16 00:00:00,126,280,Республика Карелия,2,"190764,3312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Вант стрелы 00.1606.46.1 ,2021-08-20 00:00:00,2021-06-16 00:00:00,65,90,Республика Карелия,6,"360031,8471",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Подвеска 3537.26.00.000-03 ,2021-12-05 00:00:00,2021-06-11 00:00:00,177,180,Республика Карелия,1,"5918587,898",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4011
Вал ведущий 3550.05.02.046-02 ,2021-10-05 00:00:00,2021-06-11 00:00:00,116,85,Республика Карелия,1,"372611,465",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Втулка 3540.03.01.012 ,2021-09-25 00:00:00,2021-06-11 00:00:00,106,120,Республика Карелия,2,"39078,98089",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,3915
П/цил. 11078.17.240СБ ,2021-08-20 00:00:00,2021-06-11 00:00:00,70,70,Республика Карелия,1,"152866,242",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
П/цил. 11078.17.240-2СБ ,2021-08-20 00:00:00,2021-06-11 00:00:00,70,70,Республика Карелия,1,"152866,242",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колодка торм. 11078.17.220СБ ,2021-08-10 00:00:00,2021-06-11 00:00:00,60,45,Республика Карелия,1,"26369,42675",,1,3989
Колодка торм. 11078.17.230СБ ,2021-08-10 00:00:00,2021-06-11 00:00:00,60,45,Республика Карелия,1,"26369,42675",,,3989
Кольцо 3536.05.02.004 ,2021-07-20 00:00:00,2021-06-11 00:00:00,39,30,Республика Карелия,4,"1847,133758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колодка торм. 11078.55.440СБ ,2021-07-20 00:00:00,2021-06-11 00:00:00,39,45,Республика Карелия,2,"25159,23567",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Дроссель 6БС.271.327 Силовые машины,2021-08-20 00:00:00,2021-06-10 00:00:00,71,90,Республика Карелия,2,"494267,5159",,,3987
Лента гусеничная 3537.69.13.000 ИС-09СБ,2021-09-20 00:00:00,2021-06-09 00:00:00,103,120,Республика Карелия,2,"4777070,064",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3838
Петля 3532.01.02.015,2021-09-17 00:00:00,2021-06-09 00:00:00,100,120,Республика Карелия,3,"27388,53503",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3838
Втулка 3707.05.02.016-Д1 ,2021-10-20 00:00:00,2021-06-07 00:00:00,135,120,Республика Карелия,3,"38216,56051",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ось 3519.05.02.082,2021-09-05 00:00:00,2021-06-04 00:00:00,93,90,Мурманская область,8,"44076,43312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Колесо 3536.08.01.300,2021-07-31 00:00:00,2021-06-04 00:00:00,57,240,Мурманская область,1,"211464,9682",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Водило 3534.11.01.003,2021-12-05 00:00:00,2021-05-28 00:00:00,191,210,Республика Карелия,2,"47770,70064",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Водило 3537.11.01.006,2021-12-05 00:00:00,2021-05-28 00:00:00,191,210,Республика Карелия,2,"59872,61146",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо 3555.11.01.001 ,2021-10-15 00:00:00,2021-05-28 00:00:00,140,160,Республика Карелия,2,"140764,3312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Рейка 1080.04.114-1,2021-08-20 00:00:00,2021-05-28 00:00:00,84,120,Вологодская область,2,"114649,6815",,,3989
Колесо 3536.08.01.300,2021-08-14 00:00:00,2021-05-28 00:00:00,78,240,Республика Карелия,2,"211464,9682",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Кулак 11077.28.143 ,2021-07-10 00:00:00,2021-05-28 00:00:00,43,30,Республика Карелия,18,"30611,46497",,,3989
Колесо 3519.05.02.006,2021-11-15 00:00:00,2021-05-26 00:00:00,173,220,Мурманская область,4,"305414,0127",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Вал 3536.08.01.001,2021-10-25 00:00:00,2021-05-26 00:00:00,152,270,Мурманская область,1,"85987,26115",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Втулка 3707.05.02.016-Д1 ,2021-09-15 00:00:00,2021-05-26 00:00:00,112,120,Республика Карелия,1,"38216,56051",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3707.05.02.014-Д1 ,2021-09-15 00:00:00,2021-05-26 00:00:00,112,120,Республика Карелия,3,"32484,07643",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3712.05.02.017-Д1 ,2021-08-15 00:00:00,2021-05-26 00:00:00,81,90,Республика Карелия,1,"29598,72611",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Компрессор 1080.19.100-1СБ ,2021-07-10 00:00:00,2021-05-26 00:00:00,45,30,Вологодская область,1,"96751,59236",,,3989
П/муфта 3537.14.01.008 ,2021-06-30 00:00:00,2021-05-26 00:00:00,35,120,Республика Карелия,1,"6242,038217",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,4012
Вал 3536.11.01.002,2021-08-05 00:00:00,2021-05-24 00:00:00,73,280,Мурманская область,1,"179426,7516",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Плита 3536.01.02.001,2021-07-15 00:00:00,2021-05-24 00:00:00,52,120,Мурманская область,3,"264331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Засов 3532.01.02.007,2021-07-10 00:00:00,2021-05-24 00:00:00,47,60,Мурманская область,8,"13375,79618",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
МУФТА ЗУБЧ МЗ-3,2021-08-30 00:00:00,2021-05-19 00:00:00,103,45,Республика Карелия,10,"7961,783439",,,346
Вал-шестерня 3588.05.10.015 ,2021-08-25 00:00:00,2021-05-19 00:00:00,98,120,Республика Карелия,1,"261146,4968",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Зуб 1085.52.05-1,2021-07-20 00:00:00,2021-05-14 00:00:00,67,75,Вологодская область,10,"9388,535032",,,3989
Штырь РК-,2021-07-15 00:00:00,2021-05-12 00:00:00,64,180,Республика Карелия,400,"369,1082803",,,3961
Коромысло 3537.25.00.500 ,2021-06-20 00:00:00,2021-05-12 00:00:00,39,120,Республика Карелия,1,"592707,1019",,,3961
Коромысло 3537.25.00.500 ,2021-06-20 00:00:00,2021-05-12 00:00:00,39,120,Республика Карелия,1,"592707,1019",,,3961
Вал 3519.05.02.083,2021-10-05 00:00:00,2021-05-10 00:00:00,148,330,Республика Карелия,2,"264331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Вал ведущий 3537.67.01.027 ,2021-11-20 00:00:00,2021-05-07 00:00:00,197,180,Республика Карелия,1,"359235,6688",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Втулка 3546.03.01.008Р ,2021-11-05 00:00:00,2021-05-07 00:00:00,182,175,Республика Карелия,2,"96178,34395",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ось 3519.05.02.082,2021-08-20 00:00:00,2021-05-07 00:00:00,105,90,Республика Карелия,4,"40127,38854",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Лестница 396.00.000,2021-07-20 00:00:00,2021-05-07 00:00:00,74,210,Республика Карелия,2,"19745,22293",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Лестница РК-,2021-07-05 00:00:00,2021-05-07 00:00:00,59,45,Республика Карелия,3,"17324,84076",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Засов 11075.02.152,2021-06-30 00:00:00,2021-05-07 00:00:00,54,45,Республика Карелия,1,"29617,83439",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Засов 11075.02.152,2021-06-20 00:00:00,2021-05-07 00:00:00,44,45,Республика Карелия,1,"29617,83439",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ось 3519.05.02.081,2021-10-22 00:00:00,2021-05-05 00:00:00,170,280,Республика Карелия,1,"565159,2357",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3915
Вал 3519.05.02.083,2021-10-05 00:00:00,2021-05-05 00:00:00,153,330,Республика Карелия,3,"264331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Звено гусеничное 3537.69.13.001-01 ,2021-07-15 00:00:00,2021-05-05 00:00:00,71,90,Мурманская область,6,"89171,97452",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3838
Палец 01.3712-УР20КМ,2021-07-04 00:00:00,2021-05-04 00:00:00,61,45,Республика Карелия,6,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Хомут 3519.05.02.036,2021-12-05 00:00:00,2021-05-03 00:00:00,216,210,Республика Карелия,20,"7133,757962",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3537.67.01.036 ,2021-07-20 00:00:00,2021-05-03 00:00:00,78,80,Республика Карелия,2,"36592,35669",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3537.67.01.035 ,2021-07-20 00:00:00,2021-05-03 00:00:00,78,75,Республика Карелия,2,"44808,9172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3537.67.01.032 ,2021-07-20 00:00:00,2021-05-03 00:00:00,78,75,Республика Карелия,2,"39171,97452",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,4012
Палец 01.3712-УР20КМ,2021-07-05 00:00:00,2021-05-03 00:00:00,63,45,Республика Карелия,44,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Полухомут Г34-53 ,2021-07-05 00:00:00,2021-05-03 00:00:00,63,45,Республика Карелия,10,"7866,242038",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Палец 01.3712-УР20КМ,2021-05-28 00:00:00,2021-05-03 00:00:00,25,45,Республика Карелия,6,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,4012
Палец 01.3712-УР20КМ,2021-06-20 00:00:00,2021-04-30 00:00:00,51,45,Республика Карелия,2,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Шкив 11078.05.215 ,2021-08-30 00:00:00,2021-04-26 00:00:00,126,60,Республика Карелия,1,"37261,1465",,,3989
Зуб 1085.52.05-1,2021-06-20 00:00:00,2021-04-26 00:00:00,55,75,Вологодская область,10,"9388,535032",,,3989
Кулак 3550.05.02.507 ,2021-10-25 00:00:00,2021-04-23 00:00:00,185,95,Республика Карелия,10,"44373,43949",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3915
Колесо вед. 3712.05.02.500-01 ,2021-10-25 00:00:00,2021-04-23 00:00:00,185,60,Республика Карелия,1,"1605383,312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3915
Палец 1080.02.13,2021-09-05 00:00:00,2021-04-23 00:00:00,135,130,Вологодская область,7,"3503,184713",,,3989
Стенка передн. 3537.01.01.020 ,2021-08-05 00:00:00,2021-04-23 00:00:00,104,300,Республика Карелия,1,"937579,6178",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Палец 01.3712-УР20КМ,2021-06-15 00:00:00,2021-04-23 00:00:00,53,45,Республика Карелия,4,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вант стрелы 00.1606.49.1 ,2021-07-10 00:00:00,2021-04-22 00:00:00,79,70,Республика Карелия,4,"423353,5032",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Палец 01.3712-УР20КМ,2021-06-10 00:00:00,2021-04-21 00:00:00,50,45,Республика Карелия,3,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо 3519.05.02.006,2021-12-03 00:00:00,2021-04-16 00:00:00,231,220,Мурманская область,1,"305414,0127",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Колесо 3519.05.02.006,2021-11-20 00:00:00,2021-04-16 00:00:00,218,220,Мурманская область,1,"305414,0127",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Корпус 3537.31.01.000 ,2021-09-20 00:00:00,2021-04-16 00:00:00,157,160,Мурманская область,1,"4376626,752",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Коромысло 3537.25.00.500 ,2021-08-05 00:00:00,2021-04-16 00:00:00,111,120,Мурманская область,1,"568076,4331",,,3961
Колесо 3519.05.02.061,2021-07-20 00:00:00,2021-04-16 00:00:00,95,120,Мурманская область,2,"198789,8089",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Зуб 1085.52.05-1,2021-06-20 00:00:00,2021-04-12 00:00:00,69,75,Вологодская область,10,"9388,535032",,,3989
Цепь 1080.02.105-1СБ,2021-07-20 00:00:00,2021-04-09 00:00:00,102,90,Вологодская область,2,"1356,687898",,,3989
Зуб 1085.52.05-1,2021-07-02 00:00:00,2021-04-09 00:00:00,84,75,Вологодская область,8,"9388,535032",,,3989
Зуб 1085.52.05-1,2021-06-15 00:00:00,2021-04-09 00:00:00,67,75,Вологодская область,8,"9388,535032",,,3989
Палец 01.3712-УР20КМ,2021-06-01 00:00:00,2021-04-07 00:00:00,55,45,Республика Карелия,1,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Дроссель 6БС.271.327 Силовые машины,2021-04-14 00:00:00,2021-04-07 00:00:00,7,90,Республика Карелия,2,"642038,2166",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Коромысло 3537.25.00.500 ,2021-05-05 00:00:00,2021-04-05 00:00:00,30,120,Республика Карелия,2,"446911,9936",,,3961
Лестница РК-,2021-04-30 00:00:00,2021-04-05 00:00:00,25,45,Республика Карелия,2,"17324,84076",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Хомут 3519.05.02.036,2021-11-05 00:00:00,2021-04-02 00:00:00,217,210,Республика Карелия,20,"7133,757962",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ковш экскаваторный 38.3537.31.00.000 СБ,2021-06-20 00:00:00,2021-04-02 00:00:00,79,70,Мурманская область,1,"3248407,643",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,3927
Полухомут Г34-53 ,2021-05-05 00:00:00,2021-04-02 00:00:00,33,45,Республика Карелия,10,"7866,242038",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Распределитель 3532.14.03.000,2021-04-25 00:00:00,2021-04-02 00:00:00,23,380,Мурманская область,5,"8998,089172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Рычаг 1080.04.02СБ ,2021-05-30 00:00:00,2021-03-31 00:00:00,60,45,Вологодская область,4,"5414,012739",,,3989
Втулка рукояти 1080.04.05-1 ,2021-05-30 00:00:00,2021-03-31 00:00:00,60,45,Вологодская область,12,"764,3312102",,1,3989
Вант стрелы 00.1606.49.1 ,2021-04-20 00:00:00,2021-03-29 00:00:00,22,70,Республика Карелия,4,"293468,1529",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,2691
Колесо натяж. 3537.70.02.300-02СБ ,2021-10-15 00:00:00,2021-03-26 00:00:00,203,180,Республика Карелия,2,"891719,7452",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ось 3537.25.00.031 ,2021-09-20 00:00:00,2021-03-26 00:00:00,178,180,Республика Карелия,6,"49681,52866",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3546.03.01.008Р ,2021-09-05 00:00:00,2021-03-26 00:00:00,163,175,Республика Карелия,2,"96178,34395",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо 3536.08.01.300,2021-07-20 00:00:00,2021-03-26 00:00:00,116,240,Республика Карелия,2,"200636,9427",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Вал 3532.10.01.011,2021-07-20 00:00:00,2021-03-26 00:00:00,116,160,Республика Карелия,1,"112101,9108",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Вал 3536.10.01.201,2021-06-15 00:00:00,2021-03-26 00:00:00,81,65,Мурманская область,1,"210191,0828",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Зуб 1085.52.05-1,2021-05-20 00:00:00,2021-03-26 00:00:00,55,75,Вологодская область,8,"9388,535032",,,3989
Кольцо 3536.05.02.004 ,2021-05-03 00:00:00,2021-03-26 00:00:00,38,30,Республика Карелия,2,"1847,133758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Кольцо 3536.05.02.004 ,2021-04-20 00:00:00,2021-03-26 00:00:00,25,30,Республика Карелия,2,"1847,133758",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Токоприемник ТКЭ 0-5 УХЛ1,2021-06-05 00:00:00,2021-03-24 00:00:00,73,65,Республика Карелия,2,"111464,9682",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3685
Вал 1080.33.51-2 ,2021-05-10 00:00:00,2021-03-24 00:00:00,47,30,Вологодская область,2,"42796,17834",,,3989
Стенка задняя 3537.31.01.001 ,2021-06-30 00:00:00,2021-03-19 00:00:00,103,160,Республика Карелия,1,"2190947,134",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Гайка УК-123.00.001,2021-06-05 00:00:00,2021-03-19 00:00:00,78,180,Республика Карелия,1,"12420,38217",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,4012
П/муфта 3537.14.01.008 ,2021-04-10 00:00:00,2021-03-19 00:00:00,22,120,Республика Карелия,1,"6242,038217",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
П/муфта 3537.14.01.008 ,2021-04-05 00:00:00,2021-03-19 00:00:00,17,120,Республика Карелия,1,"6242,038217",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вант стрелы 00.1606.49.1 ,2021-06-10 00:00:00,2021-03-18 00:00:00,84,70,Республика Карелия,1,"423353,5032",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Вант стрелы 00.1606.49.1 ,2021-06-10 00:00:00,2021-03-18 00:00:00,84,70,Республика Карелия,1,"293468,1529",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Колесо 3519.05.02.006,2021-09-05 00:00:00,2021-03-17 00:00:00,172,220,Республика Карелия,1,"302738,8535",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,3927
Ползун 1080.05.307,2021-08-25 00:00:00,2021-03-17 00:00:00,161,160,Вологодская область,2,"9636,942675",,,3989
Втулка 1080.75.312,2021-07-25 00:00:00,2021-03-17 00:00:00,130,130,Вологодская область,4,"7866,242038",,,3989
Стенка задняя 3537.31.01.001 ,2021-07-23 00:00:00,2021-03-17 00:00:00,128,160,Республика Карелия,1,"2190947,134",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Палец 1080.05.304,2021-06-06 00:00:00,2021-03-17 00:00:00,81,90,Вологодская область,6,"1624,203822",,,3989
Вант стрелы 00.1606.49.1 ,2021-06-05 00:00:00,2021-03-17 00:00:00,80,70,Республика Карелия,2,"293468,1529",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Зуб 1085.52.05-1,2021-05-20 00:00:00,2021-03-17 00:00:00,64,75,Вологодская область,10,"9388,535032",,,3989
